"ward","sect","block","lot","propertyAddress","lotSize","cityTax","stateTax","resCode","asOfDate","orig_lot"
"1","140","1770","064","337 S ROBINSON ST",776.24,"4340.89","216.27","PRINCIPAL RESIDENCE","03/25/2015","12.4X62.6"
"27","210","4511H","031","5430 JONQUIL AVE",1463,"1578.10","78.62","PRINCIPAL RESIDENCE","03/25/2015","19X77"
"15","360","2302","031","1724 N SMALLWOOD ST",1449,"674.40","33.60","PRINCIPAL RESIDENCE","03/25/2015","13.8X105"
"27","490","5165B","015C","5206 CRAIG AVE",1568,"1445.46","72.02","PRINCIPAL RESIDENCE","03/25/2015","16X98"
"27","10","5895","018","3117 BERKSHIRE ROAD",6250,"4039.66","201.26","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"16","140","0113","007","612 N CARROLLTON AVE",1850.4,"899.20","44.80","PRINCIPAL RESIDENCE","03/25/2015","18X102.8"
"8","150","1540","084","2722 MURA ST",915.2,"1488.92","74.18","PRINCIPAL RESIDENCE","03/25/2015","14.3X64"
"28","20","8212A","007","5500 BELLE AVE",3150,"2477.30","123.42","PRINCIPAL RESIDENCE","03/25/2015","30X105"
"27","130","4947","030","4614 KESWICK ROAD",3125,"4947.85","246.51","PRINCIPAL RESIDENCE","03/25/2015","25X125"
"27","580","5237","133","1214 RAMBLEWOOD ROAD",3180,"2578.46","128.46","PRINCIPAL RESIDENCE","03/25/2015","31.8X100"
"9","220","3972N","029","3820 EDNOR ROAD",2112,"2977.09","148.32","PRINCIPAL RESIDENCE","03/25/2015","20X105.6"
"2","70","1783","028","2006 FLEET ST",840,"5249.08","261.52","PRINCIPAL RESIDENCE","03/25/2015","14X60"
"27","10","5864M","023","4603 CROSSWOOD AVE",7841.6,"3463.43","172.56","PRINCIPAL RESIDENCE","03/25/2015","52X150.8"
"25","10","8145","073","667 S WICKHAM ROAD",1929.6,"3268.59","162.85","PRINCIPAL RESIDENCE","03/25/2015","18X107.2"
"27","390","3971G","054","1107 SPRINGFIELD AVE",2436,"3090.26","153.96","PRINCIPAL RESIDENCE","03/25/2015","17.4X140"
"26","110","6431","030","617 S EAST AVE",1028.16,"7170.38","357.24","PRINCIPAL RESIDENCE","03/25/2015","13.6X75.6"
"27","510","5140A","021A","608 HARWOOD AVE",7038,"3372.00","168.00","PRINCIPAL RESIDENCE","03/25/2015","60X117.3"
"9","190","3965","048","1614 CHILTON ST",2080.5,"1578.10","78.62","PRINCIPAL RESIDENCE","03/25/2015","21.9X95"
"27","10","5890","004","4320 WALTHER AVE",6205,"3747.42","186.70","PRINCIPAL RESIDENCE","03/25/2015","50X124.1"
"27","40","5570B","040","3306 ORLANDO AVE",7500,"2794.26","139.22","PRINCIPAL RESIDENCE","03/25/2015","50X150"
"26","230","5733D","046","5910 EURITH AVE",4900,"3115.73","155.23","PRINCIPAL RESIDENCE","03/25/2015","49X100"
"27","560","5138A","463","1034 EVESHAM AVE",5358.56,"2672.87","133.17","PRINCIPAL RESIDENCE","03/25/2015","42.8X125.2"
"17","80","0547B","120","602 JASPER ST",562.87,"2560.47","127.57","PRINCIPAL RESIDENCE","03/25/2015","11.9X47.3"
"9","220","3972E","005","909 NORTH HILL ROAD",668.61,"2613.68","130.22","PRINCIPAL RESIDENCE","03/25/2015","5.7X117.3"
"26","200","6044","016","5331 TODD AVE",3591,"2299.70","114.58","PRINCIPAL RESIDENCE","03/25/2015","26.6X135"
"27","160","4778E","267","111 HAMLET HILL ROAD U# #1007",1034,"2697.60","134.40","PRINCIPAL RESIDENCE","03/25/2015","1034 S.F."
"13","100","3459","046","2318 CALLOW AVE",2040,"3499.24","174.34","PRINCIPAL RESIDENCE","03/25/2015","17X120"
"27","10","4150","010","2818 PELHAM AVE",1672,"2169.32","108.08","PRINCIPAL RESIDENCE","03/25/2015","15.2X110"
"26","220","6042B","108","5631 KNELL AVE",5536.56,"2263.74","112.78","PRINCIPAL RESIDENCE","03/25/2015","55.2X100.3"
"27","170","4652D","044","6103 WESTCLIFF DR",11151,"5620.00","280.00","PRINCIPAL RESIDENCE","03/25/2015","90X123.9"
"1","140","1770","026","338 S ROBINSON ST",776.24,"2711.09","135.07","PRINCIPAL RESIDENCE","03/25/2015","12.4X62.6"
"26","220","6042B","038","5609 MAYVIEW AVE",6500,"2546.98","126.90","PRINCIPAL RESIDENCE","03/25/2015","65X100"
"1","50","1902B","085","2341 BOSTON ST U# 1",1219,"15174.00","756.00","PRINCIPAL RESIDENCE","03/25/2015","1219 SQ FT"
"1","130","1790","034","526 S KENWOOD AVE",952,"5703.18","284.14","PRINCIPAL RESIDENCE","03/25/2015","13.6X70"
"26","220","6005","031","4217 HAMILTON AVE",2194.5,"2331.18","116.14","PRINCIPAL RESIDENCE","03/25/2015","19X115.5"
"13","140","3533","094","822 POWERS ST",1072,"4312.41","214.85","PRINCIPAL RESIDENCE","03/25/2015","13.4X80"
"26","360","4179D","020E","3525 BRENDAN AVE",4536,"2259.24","112.56","PRINCIPAL RESIDENCE","03/25/2015","33.6X135"
"22","80","0883","033A","120 W HILL ST U# 102A",3833.28,"4136.32","206.08","PRINCIPAL RESIDENCE","03/25/2015","0.088 ACRES"
"27","220","4701","014","2409 KEN OAK ROAD",20990,"6020.14","299.94","PRINCIPAL RESIDENCE","03/25/2015","100X209.9"
"25","40","7476","042","2605 S PACA ST",1782,"2895.42","144.26","PRINCIPAL RESIDENCE","03/25/2015","18X99"
"25","10","2530C","353","4401 CEDARGARDEN ROAD",7596.92,"3025.81","150.75","PRINCIPAL RESIDENCE","03/25/2015","73.9X102.8"
"27","220","4358","011","6117 WESTERN RUN DR",10800,"6319.13","314.83","PRINCIPAL RESIDENCE","03/25/2015","60X180"
"28","20","8225","020","4216 PENHURST AVE",9000,"3488.90","173.82","PRINCIPAL RESIDENCE","03/25/2015","60X150"
"27","580","5237","233","5826 LEITH WALK",2202,"2351.41","117.15","PRINCIPAL RESIDENCE","03/25/2015","20X110.1"
"27","460","5267J","412","1211 SILVERTHORNE ROAD",2461.52,"2886.43","143.81","PRINCIPAL RESIDENCE","03/25/2015","23.2X106.1"
"27","240","5387","847","1800 INGRAM ROAD",2793.12,"3079.76","153.44","PRINCIPAL RESIDENCE","03/25/2015","26.4X105.8"
"15","220","2939","021","3831 SEQUOIA AVE",6250,"3588.55","178.79","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"24","70","1936","086","1513 BELT ST",1040,"5714.42","284.70","PRINCIPAL RESIDENCE","03/25/2015","13X80"
"27","460","5267I","002","1402 WINSTON AVE",2206.96,"2663.88","132.72","PRINCIPAL RESIDENCE","03/25/2015","19.6X112.6"
"27","20","5774C","001A","5303 CARTER AVE",7393.5,"3551.84","176.96","PRINCIPAL RESIDENCE","03/25/2015","45X164.3"
"2","40","1753","034","1734 GOUGH ST",906,"4406.08","219.52","PRINCIPAL RESIDENCE","03/25/2015","15.10X60"
"27","30","5627","009","6203 EUNICE AVE",5075,"3114.99","155.20","PRINCIPAL RESIDENCE","03/25/2015","50X101.5"
"13","10","3594B","001","701 W UNIVERSITY PKWY",14771.6,"6451.76","321.44","PRINCIPAL RESIDENCE","03/25/2015","88.4X167.10"
"27","420","5197","048","614 E 43RD ST",1561.14,"1841.11","91.73","PRINCIPAL RESIDENCE","03/25/2015","14.7X106.2"
"20","40","2542","021","220 S COLLINS AVE",2240,"1865.84","92.96","PRINCIPAL RESIDENCE","03/25/2015","16X140"
"27","10","4198D","040","3020 OVERLAND AVE",5500,"3491.14","173.94","PRINCIPAL RESIDENCE","03/25/2015","50X110"
"27","150","4820F","074","5709 VISITATION WAY",2640,"10864.58","541.30","PRINCIPAL RESIDENCE","03/25/2015","30X88"
"1","20","1757","059","209 S CHESTER ST",980,"5040.02","251.10","PRINCIPAL RESIDENCE","03/25/2015","14X70"
"27","220","4474","017","5709 KEY AVE",7279.53,"3180.92","158.48","PRINCIPAL RESIDENCE","03/25/2015","50.1X145.3"
"9","230","3970B","036","1529 SHADYSIDE ROAD",2723.52,"3034.06","151.16","PRINCIPAL RESIDENCE","03/25/2015","32X85.11"
"28","50","7993A","215","1039 WEDGEWOOD ROAD",3150,"2056.92","102.48","PRINCIPAL RESIDENCE","03/25/2015","31.5X100"
"12","180","3695A","180","3801 CANTERBURY ROAD U# 802",2248,"6444.27","321.07","PRINCIPAL RESIDENCE","03/25/2015","2248 SQ FT"
"26","30","6570","090","910 OLDHAM ST",958.32,"5892.75","293.59","PRINCIPAL RESIDENCE","03/25/2015","0.022 ACRES"
"15","60","2418","011","2813 PRESBURY ST",1445,"809.28","40.32","PRINCIPAL RESIDENCE","03/25/2015","17X85"
"27","240","5387","596","1710 NORTHBOURNE ROAD",2000,"2616.67","130.37","PRINCIPAL RESIDENCE","03/25/2015","20X100"
"15","340","3350F","015","4117 ROLAND VIEW AVE",1716.84,"472.08","23.52","PRINCIPAL RESIDENCE","03/25/2015","17.1X100.4"
"15","380","2322","007","1513 N BENTALOU ST",2290,"1034.08","51.52","PRINCIPAL RESIDENCE","03/25/2015","22.9X100"
"9","210","3978","020","3704 REXMERE ROAD",1952,"2657.14","132.38","PRINCIPAL RESIDENCE","03/25/2015","20X97.6"
"28","30","8311","025","5523 BELLEVILLE AVE",4495,"2848.22","141.90","PRINCIPAL RESIDENCE","03/25/2015","29X155"
"13","150","3575C","118","4436 LAPLATA AVE",1600,"3064.02","152.66","PRINCIPAL RESIDENCE","03/25/2015","16X100"
"26","200","6047","038","4905 SCHAUB AVE",2589.1,"2315.44","115.36","PRINCIPAL RESIDENCE","03/25/2015","17X152.3"
"8","10","4193","002","2402 ERDMAN AVE",17500,"6430.79","320.40","PRINCIPAL RESIDENCE","03/25/2015","100X175"
"2","90","1764","060","303 S WOLFE ST",1376.64,"7643.20","380.80","PRINCIPAL RESIDENCE","03/25/2015","14.4X95.6"
"27","220","4360A","001","3317 TANEY ROAD",8246.62,"3070.77","152.99","PRINCIPAL RESIDENCE","03/25/2015","56.6X145.7"
"15","360","2323","048","1636 N SMALLWOOD ST",1330,"674.40","33.60","PRINCIPAL RESIDENCE","03/25/2015","14X95"
"16","60","2491","009","4116 EDMONDSON AVE",3528,"2304.20","114.80","PRINCIPAL RESIDENCE","03/25/2015","33.6X105"
"27","440","5267A","044","1359 CROFTON ROAD",3179,"2762.79","137.65","PRINCIPAL RESIDENCE","03/25/2015","28.9X110"
"23","90","1030","044","1809 S CHARLES ST",975,"4291.43","213.81","PRINCIPAL RESIDENCE","03/25/2015","13X75"
"8","90","1164B","040","1609 E BIDDLE ST",1176,"265.26","13.22","PRINCIPAL RESIDENCE","03/25/2015","14.7X80"
"6","50","1668","042","2046 ORLEANS ST",1120,"2282.46","113.72","PRINCIPAL RESIDENCE","03/25/2015","14X80"
"14","60","0307","068","2122 BRUNT ST",1132.56,"1425.23","71.01","PRINCIPAL RESIDENCE","03/25/2015","0.026 ACRES"
"22","90","0902","028C","131 W MONTGOMERY ST",1102,"7362.20","366.80","PRINCIPAL RESIDENCE","03/25/2015","19X58"
"26","30","6550A","022","522 S MACON ST",980,"2750.81","137.05","PRINCIPAL RESIDENCE","03/25/2015","14X70"
"27","220","4251","086","6711 PARK HEIGHTS AVE U# 402",1310,"1348.80","67.20","PRINCIPAL RESIDENCE","03/25/2015","1310 S.F."
"27","90","5267O","291","1605 PENTWOOD ROAD",2090,"2605.43","129.81","PRINCIPAL RESIDENCE","03/25/2015","19X110"
"8","150","1540","026","2704 E BIDDLE ST",1001,"1450.70","72.28","PRINCIPAL RESIDENCE","03/25/2015","14.3X70"
"16","120","0063","086","1010 WHATCOAT ST",1655.28,"1348.80","67.20","PRINCIPAL RESIDENCE","03/25/2015","0.038 ACRES"
"24","30","1007","006","1511 LIGHT ST",1200,"3277.58","163.30","PRINCIPAL RESIDENCE","03/25/2015","15X80"
"27","110","5022","013","325 BROADMOOR ROAD",10431,"5804.34","289.18","PRINCIPAL RESIDENCE","03/25/2015","61X171"
"27","290","5288D","200","2123 WESTFIELD AVE",5870.37,"2661.63","132.61","PRINCIPAL RESIDENCE","03/25/2015","54.3X108.11"
"5","80","1342","005","23 N EDEN ST",653.4,"2391.87","119.17","PRINCIPAL RESIDENCE","03/25/2015","0.015 ACRES"
"15","150","0009","027","1715 WESTWOOD AVE",1120,"337.20","16.80","PRINCIPAL RESIDENCE","03/25/2015","14X80"
"27","150","4820B","034","1009 WINDING WAY",24981.9,"12359.50","615.78","PRINCIPAL RESIDENCE","03/25/2015","131.9X189.4"
"12","190","3858","007","3013 N CALVERT ST",2618,"6045.61","301.20","PRINCIPAL RESIDENCE","03/25/2015","17X154"
"27","470","5183C","019B","913 WINSTON AVE",6250,"3380.99","168.45","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"12","10","3702","918","4100 N CHARLES ST U# 1003",1029.39,"2922.40","145.60","PRINCIPAL RESIDENCE","03/25/2015","1029.39 S.F."
"1","130","1842","015","629 S KENWOOD AVE",910,"3808.11","189.73","PRINCIPAL RESIDENCE","03/25/2015","13X70"
"27","600","5210D","157","1621 WALTERSWOOD ROAD",2432,"2890.93","144.03","PRINCIPAL RESIDENCE","03/25/2015","19X128"
"25","10","7654A","066","1051 ROCKHILL AVE",2379.2,"2908.91","144.93","PRINCIPAL RESIDENCE","03/25/2015","24.5X97.11"
"26","230","5714","008","4304 FOREST VIEW AVE",7500,"2969.61","147.95","PRINCIPAL RESIDENCE","03/25/2015","50X150"
"26","230","5720","008","4310 SPRINGWOOD AVE",15000,"3632.77","180.99","PRINCIPAL RESIDENCE","03/25/2015","100X150"
"27","600","5210D","017P","5931 AYLESHIRE ROAD",2200,"3077.51","153.33","PRINCIPAL RESIDENCE","03/25/2015","20X110"
"15","210","2956","053","3911 OAKFORD AVE",6000,"3257.35","162.29","PRINCIPAL RESIDENCE","03/25/2015","50X120"
"27","10","5883A","033","3012 BEVERLY ROAD",2882,"3061.78","152.54","PRINCIPAL RESIDENCE","03/25/2015","26.2X110"
"27","10","4150","003","2804 PELHAM AVE",1672,"1940.02","96.66","PRINCIPAL RESIDENCE","03/25/2015","15.2X110"
"1","10","1738","045","19 S CHESTER ST",1261.6,"6368.58","317.30","PRINCIPAL RESIDENCE","03/25/2015","15.2X83"
"1","80","1865","016","2513 FAIT AVE",1008,"3787.88","188.72","PRINCIPAL RESIDENCE","03/25/2015","12.6X80"
"15","40","3023","058","2948 CLIFTON AVE",1650,"1803.64","89.86","PRINCIPAL RESIDENCE","03/25/2015","15X110"
"8","160","1489","035","1515 N KENWOOD AVE",1464,"1663.52","82.88","PRINCIPAL RESIDENCE","03/25/2015","15X97.6"
"27","20","5786B","042","3609 GIBBONS AVE",4032,"2756.05","137.31","PRINCIPAL RESIDENCE","03/25/2015","33.6X120"
"27","240","5387","214","2008 WOODBOURNE AVE",1864.09,"2434.58","121.30","PRINCIPAL RESIDENCE","03/25/2015","19X98.11"
"27","10","5864O","015","4614 SCHLEY AVE",7362,"2778.53","138.43","PRINCIPAL RESIDENCE","03/25/2015","45X163.6"
"20","100","0273","033","2016 RAMSAY ST",840,"337.20","16.80","PRINCIPAL RESIDENCE","03/25/2015","12X70"
"9","10","3974","010","818 E 41ST ST",2300,"2350.67","117.12","PRINCIPAL RESIDENCE","03/25/2015","23X100"
"2","70","1830","067","609 S CHAPEL ST",720,"2439.08","121.52","PRINCIPAL RESIDENCE","03/25/2015","12X60"
"25","20","7772","023A","1003 WILMINGTON AVE",1920,"2609.93","130.03","PRINCIPAL RESIDENCE","03/25/2015","16X120"
"26","390","5915","057","3234 PELHAM AVE",1763.82,"1942.27","96.77","PRINCIPAL RESIDENCE","03/25/2015","23.9X73.8"
"27","320","5445","005","6506 LAURELTON AVE",7197.41,"3374.25","168.11","PRINCIPAL RESIDENCE","03/25/2015","64.9X110.9"
"12","180","3719A","007","3806 HADLEY SQUARE EAST",5108.4,"5579.54","277.98","PRINCIPAL RESIDENCE","03/25/2015","54X94.6"
"15","240","3100B","029","4030 GRANTLEY ROAD",1903.8,"2748.56","136.94","PRINCIPAL RESIDENCE","03/25/2015","19X100.2"
"27","140","4930","003","4909 ROLAND AVE",17100,"12971.70","646.28","PRINCIPAL RESIDENCE","03/25/2015","90X190"
"28","50","8026","011","432 DRURY LANE",32539.3,"4810.72","239.68","PRINCIPAL RESIDENCE","03/25/2015","0.747 ACRES"
"23","80","1012","074","117 W RANDALL ST",919.8,"3412.46","170.02","PRINCIPAL RESIDENCE","03/25/2015","12.6X73"
"27","180","4626A","076","4650 PIMLICO ROAD",1400,"337.20","16.80","PRINCIPAL RESIDENCE","03/25/2015","14X100"
"28","30","8355","001","4401 SPRINGDALE AVE",12950,"3733.93","186.03","PRINCIPAL RESIDENCE","03/25/2015","70X185"
"16","40","0072","004C","906 N FULTON AVE U# C",1851,"1079.04","53.76","PRINCIPAL RESIDENCE","03/25/2015","1851 S.F."
"12","50","3619","039","439 W 24TH ST",910,"1740.69","86.72","PRINCIPAL RESIDENCE","03/25/2015","13X70"
"26","220","6042B","112","5624 KNELL AVE",6200,"2351.41","117.15","PRINCIPAL RESIDENCE","03/25/2015","62X100"
"27","230","4218P","028A","3801 LABYRINTH ROAD",6497.6,"4096.60","204.10","PRINCIPAL RESIDENCE","03/25/2015","49.6X131"
"26","160","6283","021","3908 E PRATT ST",949,"1982.74","98.78","PRINCIPAL RESIDENCE","03/25/2015","13X73"
"24","80","1942","035","1624 WEBSTER ST",945,"4259.96","212.24","PRINCIPAL RESIDENCE","03/25/2015","13.5X70"
"27","380","5460","086","2517 MOORE AVE",6359.76,"3394.48","169.12","PRINCIPAL RESIDENCE","03/25/2015","0.146 ACRES"
"26","380","5919","058","3336 DUDLEY AVE",1395,"2099.63","104.61","PRINCIPAL RESIDENCE","03/25/2015","15.5X90"
"25","30","7841K","016","2131 WHISTLER AVE",2126.4,"2555.98","127.34","PRINCIPAL RESIDENCE","03/25/2015","24X88.6"
"25","60","7132","002","4115 ORCHARD AVE",6500,"3010.07","149.97","PRINCIPAL RESIDENCE","03/25/2015","50X130"
"8","230","1525","005","1309 N LINWOOD AVE",1952,"1642.55","81.84","PRINCIPAL RESIDENCE","03/25/2015","20X97.6"
"27","310","5408B","020","2313 HEMLOCK AVE",78250.6,"3025.81","150.75","PRINCIPAL RESIDENCE","03/25/2015","96X815.11"
"28","20","8266","049","3906 N ROGERS AVE",4168.5,"2463.81","122.75","PRINCIPAL RESIDENCE","03/25/2015","35X119.10"
"11","120","0497","264","1101 SAINT PAUL ST U# 2203",2011.3,"5620.00","280.00","PRINCIPAL RESIDENCE","03/25/2015","2011.3 S.F."
"28","20","8219","009","4416 BELVIEU AVE",7500,"2627.91","130.93","PRINCIPAL RESIDENCE","03/25/2015","50X150"
"24","130","1925A","004","1245 RIVERSIDE AVE",1085.7,"5763.87","287.17","PRINCIPAL RESIDENCE","03/25/2015","14.1X77"
"27","220","4396","031","2503 PINEBRUSH ROAD",5830,"3994.70","199.02","PRINCIPAL RESIDENCE","03/25/2015","50X116.6"
"27","490","5165","064","717 MCCABE AVE",2383.5,"2136.34","106.44","PRINCIPAL RESIDENCE","03/25/2015","21X113.5"
"26","90","6444","021","710 S EATON ST",952,"3648.50","181.78","PRINCIPAL RESIDENCE","03/25/2015","13.6X70"
"12","180","3729","011","3702 SAINT PAUL ST",13033.2,"9677.64","482.16","PRINCIPAL RESIDENCE","03/25/2015","104.6X124.6"
"27","560","5138A","776","1011 DARTMOUTHGLEN WAY",1437.48,"3644.01","181.55","PRINCIPAL RESIDENCE","03/25/2015","0.033 ACRES"
"13","140","3532","127","845 WELLINGTON ST",1072,"2731.32","136.08","PRINCIPAL RESIDENCE","03/25/2015","13.4X80"
"27","30","5695A","008","5821 FAIRWOOD AVE",5837.04,"3684.47","183.57","PRINCIPAL RESIDENCE","03/25/2015","0.134 ACRES"
"1","30","1766","005","2111 GOUGH ST",1243.2,"6157.27","306.77","PRINCIPAL RESIDENCE","03/25/2015","16X77.7"
"15","330","3342A","072","2434 KEYWORTH AVE",3348,"472.08","23.52","PRINCIPAL RESIDENCE","03/25/2015","21.6X155"
"27","110","4983G","020","300 TAPLOW ROAD",8723,"7811.80","389.20","PRINCIPAL RESIDENCE","03/25/2015","61X143"
"25","10","7654G","196E","3619 GREENVALE ROAD",3677.4,"3540.60","176.40","PRINCIPAL RESIDENCE","03/25/2015","27X136.2"
"27","20","5810","025B","4912 ARABIA AVE",4050,"2423.34","120.74","PRINCIPAL RESIDENCE","03/25/2015","27X150"
"24","50","1923","096","1277 BATTERY AVE",1230,"3169.68","157.92","PRINCIPAL RESIDENCE","03/25/2015","15X82"
"24","40","0967","091","1284 BATTERY AVE",984,"6447.26","321.22","PRINCIPAL RESIDENCE","03/25/2015","12X82"
"14","50","0298","032","503 CUMBERLAND ST",1008,"900.71","44.88","PRINCIPAL RESIDENCE","03/25/2015","14.4X70"
"27","40","5570E","011","3714 OVERLEA AVE",11250,"2978.60","148.40","PRINCIPAL RESIDENCE","03/25/2015","75X150"
"13","130","3528","100","3432 ROLAND AVE",696,"2355.90","117.38","PRINCIPAL RESIDENCE","03/25/2015","12X58"
"28","50","7900F","008","1005 COOKS LANE",1980,"2326.68","115.92","PRINCIPAL RESIDENCE","03/25/2015","18X110"
"7","140","1652","011","2122 JEFFERSON ST",982.8,"2069.67","103.12","PRINCIPAL RESIDENCE","03/25/2015","13X75.6"
"13","150","3575A","018","4230 FALLS ROAD",2247,"3423.70","170.58","PRINCIPAL RESIDENCE","03/25/2015","21X107"
"28","50","7900","044","4633 ROKEBY ROAD",1900,"2430.09","121.07","PRINCIPAL RESIDENCE","03/25/2015","19X100"
"8","230","1524A","028","1324 N LINWOOD AVE",1952,"1599.83","79.71","PRINCIPAL RESIDENCE","03/25/2015","20X97.6"
"12","40","3639","006","2611 HUNTINGDON AVE",1101.6,"1898.82","94.60","PRINCIPAL RESIDENCE","03/25/2015","13.6X81"
"26","130","6299B","055","203 S CLINTON ST",1204,"3929.50","195.78","PRINCIPAL RESIDENCE","03/25/2015","14X86"
"28","20","8231","011","4308 RIDGEWOOD AVE",7500,"1793.90","89.38","PRINCIPAL RESIDENCE","03/25/2015","50X150"
"27","200","4595A","025A","4903 NELSON AVE",1330,"382.16","19.04","PRINCIPAL RESIDENCE","03/25/2015","14X95"
"27","230","4218J","030","3904 BROOKHILL ROAD",3240.58,"2841.47","141.57","PRINCIPAL RESIDENCE","03/25/2015","29.3X110.6"
"27","570","5137J","027","6208 NORTHWOOD DR",3910,"3048.29","151.87","PRINCIPAL RESIDENCE","03/25/2015","34X115"
"25","60","7116","047","818 JACK ST",2670.25,"2241.26","111.66","PRINCIPAL RESIDENCE","03/25/2015","27.5X97.10"
"26","80","6464","026","900 S DEAN ST",1188,"4246.47","211.57","PRINCIPAL RESIDENCE","03/25/2015","12X99"
"27","80","3969E","042","1506 LOCHWOOD ROAD",2640,"2520.01","125.55","PRINCIPAL RESIDENCE","03/25/2015","22X120"
"27","70","5348","027","2305 E COLD SPRING LANE",7480,"3028.80","150.90","PRINCIPAL RESIDENCE","03/25/2015","50X149.6"
"28","30","8319","005","5601 FERNPARK AVE",7533,"2815.24","140.26","PRINCIPAL RESIDENCE","03/25/2015","48.6X155"
"13","20","3553","025","3720 ROLAND AVE",1494,"4433.80","220.90","PRINCIPAL RESIDENCE","03/25/2015","16.6X90"
"15","240","3121","031","3618 WABASH AVE",2595.6,"3140.46","156.46","PRINCIPAL RESIDENCE","03/25/2015","36X72.10"
"27","240","5387","912","5003 HILLEN ROAD",2686.86,"2720.08","135.52","PRINCIPAL RESIDENCE","03/25/2015","20.7X129.8"
"26","220","6042B","085","5507 KNELL AVE",6215.06,"2888.68","143.92","PRINCIPAL RESIDENCE","03/25/2015","46X135.11"
"22","40","0674","013","716 PORTLAND ST",1000.16,"3729.43","185.81","PRINCIPAL RESIDENCE","03/25/2015","13.3X75.2"
"28","30","8329","007","5115 GWYNN OAK AVE",10836,"5004.05","249.31","PRINCIPAL RESIDENCE","03/25/2015","60X180.6"
"26","230","5723","010","4408 PARKMONT AVE",7500,"3563.08","177.52","PRINCIPAL RESIDENCE","03/25/2015","50X150"
"27","130","4960A","067","4305 ROLAND SPRINGS DR",1025.27,"5813.33","289.63","PRINCIPAL RESIDENCE","03/25/2015","1025.27 S.F."
"9","230","3971I","030","4008 LOCH RAVEN BLVD",8151,"4644.37","231.39","PRINCIPAL RESIDENCE","03/25/2015","57X143"
"27","220","4387","012","2702 HANSON AVE",10000,"4959.09","247.07","PRINCIPAL RESIDENCE","03/25/2015","50X200"
"1","120","1870","051","812 S ELLWOOD AVE",1050,"3572.07","177.97","PRINCIPAL RESIDENCE","03/25/2015","14X75"
"27","220","4472","004","5805 WOODCREST AVE",7000,"3509.13","174.83","PRINCIPAL RESIDENCE","03/25/2015","50X140"
"27","110","5012","008","315 SAINT DUNSTANS ROAD",10585.1,"8924.56","444.64","PRINCIPAL RESIDENCE","03/25/2015","0.243 ACRES"
"27","340","5452A","026","6601 MARIETTA AVE",6250,"4320.66","215.26","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"26","440","6072G","018","5473 BUCKNELL ROAD",1800,"2546.98","126.90","PRINCIPAL RESIDENCE","03/25/2015","18X100"
"27","570","5137E","137","6174 CHINQUAPIN PKWY",4501.6,"2187.30","108.98","PRINCIPAL RESIDENCE","03/25/2015","33.10X136"
"27","390","3971D","014","1312 SOUTHVIEW ROAD",9814,"4972.58","247.74","PRINCIPAL RESIDENCE","03/25/2015","70.1X140"
"19","100","0712","044","547 S FULTON AVE",1108.8,"1348.80","67.20","PRINCIPAL RESIDENCE","03/25/2015","14.4X77"
"27","590","5210B","016","1235 WALKER AVE",2181.2,"2493.03","124.21","PRINCIPAL RESIDENCE","03/25/2015","19X114.8"
"15","60","2404","038D","2728 BAKER ST",1041.76,"584.48","29.12","PRINCIPAL RESIDENCE","03/25/2015","13.6X76.6"
"23","50","0948","033","46 W WEST ST",845,"6525.94","325.14","PRINCIPAL RESIDENCE","03/25/2015","13X65"
"1","20","1758","080","221 S MADEIRA ST",599.4,"4165.54","207.54","PRINCIPAL RESIDENCE","03/25/2015","11.1X54"
"1","120","1843B","179","719 S CURLEY ST",811.2,"3185.42","158.70","PRINCIPAL RESIDENCE","03/25/2015","12X67.6"
"6","150","1727","080","25 N GLOVER ST",793.5,"2382.88","118.72","PRINCIPAL RESIDENCE","03/25/2015","11.5X69"
"27","290","5288","121","5706 MAPLEHILL ROAD",2267.17,"2369.39","118.05","PRINCIPAL RESIDENCE","03/25/2015","19.1X118.7"
"12","10","3702","507","4100 N CHARLES ST U# 507",1381.08,"3821.60","190.40","PRINCIPAL RESIDENCE","03/25/2015","1381.08 S.F."
"28","10","4281","083","4113 KENSHAW AVE",6500,"2295.21","114.35","PRINCIPAL RESIDENCE","03/25/2015","50X130"
"26","430","5953K","027","4706 WOODLEA AVE",5250.79,"2349.16","117.04","PRINCIPAL RESIDENCE","03/25/2015","46.1X113.9"
"15","170","3209","018","2042 N FULTON AVE",1120,"472.08","23.52","PRINCIPAL RESIDENCE","03/25/2015","14X80"
"16","30","0050","002","1102 N FULTON AVE",1225.5,"316.97","15.79","PRINCIPAL RESIDENCE","03/25/2015","12.9X95"
"12","20","3651","022","2845 HUNTINGDON AVE",1150.8,"3055.03","152.21","PRINCIPAL RESIDENCE","03/25/2015","13.7X84"
"8","160","1504","023N","1422 N MILTON AVE",967.54,"323.71","16.13","PRINCIPAL RESIDENCE","03/25/2015","14X69.11"
"16","170","2507A","025","718 MOUNT HOLLY ST",1600,"1782.66","88.82","PRINCIPAL RESIDENCE","03/25/2015","20X80"
"13","20","3553","027","3716 ROLAND AVE",1440,"3634.27","181.07","PRINCIPAL RESIDENCE","03/25/2015","16X90"
